"id","screen_name","date","retweet_count","favorite_count","text","url","user_name","user_screen_name","user_description","user_profile_image_url","user_followers_count","user_friends_count","user_favourites_count","user_statuses_count","retweeted_status","sensitive","ContentModeration","sentiments","Emotion"
"1172006850826579968","_FreeCourses","9/12/2019 4:39:42 AM","0","0","Create your own email marketing platform (AWS SES &amp; Sendy) #udemy  https://t.co/z85TSomoVK","https://twitter.com/_FreeCourses/status/1172006850826579968","Online Courses Reviews","_FreeCourses","#Udemy #Courses #Reviews https://t.co/UyQi7WYzQW, https://t.co/putmSlQX6a, https://t.co/U2GJ69zoPX","http://pbs.twimg.com/profile_images/937411526054596608/Q95mRfY1_normal.jpg","168","8","33","13922",,"False","No Review Required","0.816563129425049","No face detected"
"1172006689052053504","Oracle_ME","9/12/2019 4:39:04 AM","0","0","#Microsoft, #Oracle partnership aims to ‘completely disrupt’ AWS. https://t.co/57vxbyvWgo https://t.co/tjdpCwsAb8","https://twitter.com/Oracle_ME/status/1172006689052053504","Oracle Middle East","Oracle_ME","Stay connected with all things Oracle: products, services, training, news, events, promotions, and more happening in the Middle East","http://pbs.twimg.com/profile_images/1171782247248289793/_ZLX9Sra_normal.jpg","5154","275","1021","3942",,"False","No Review Required","0.818945407867432","No face detected"
"1172006286474563584","rylandmarsh","9/12/2019 4:37:28 AM","0","0","Modern applications at AWS - All Things Distributed https://t.co/qC5nOoP1S8","https://twitter.com/rylandmarsh/status/1172006286474563584","Ryland","rylandmarsh","Head of Data Engineering at Creditsafe. love a bit of agile data warehousing, data engineering, python and all things data vault. Opinions are my very own.","http://pbs.twimg.com/profile_images/1157040753186672641/nVgNbW65_normal.jpg","265","1030","228","1362",,"False",,"0.91815584897995","No face detected"
"1172005729424818176","IT_securitynews","9/12/2019 4:35:15 AM","0","0","AWS launches Amazon Quantum Ledger Database https://t.co/hy3IrMz70b","https://twitter.com/IT_securitynews/status/1172005729424818176","IT Security News - www.itsecuritynews.info","IT_securitynews","#ITSecurityNews automatically aggregated  from manually chosen RSS feeds by @SMustaca. #infosec #cybersecurity #news
Twitter,please stop suspending this account","http://pbs.twimg.com/profile_images/471630621161189376/_cgxYFxq_normal.png","7946","533","1","537317",,"False","No Review Required",,"No face detected"
"1172005677251739649","WebHostingShow","9/12/2019 4:35:02 AM","0","0","Will ""AWS for Blockchain"" Help the Real Estate Industry Adopt Tokenization? - Propmodo https://t.co/zwLzC60WaW","https://twitter.com/WebHostingShow/status/1172005677251739649","Web Hosting Show","WebHostingShow","It is all about Web Hosting.","http://pbs.twimg.com/profile_images/3018762510/8a9a6164be122a90633b51f40b026638_normal.png","1338","1742","0","10510",,"False",,"0.5",
"1172007193295511552","awsgeek","9/12/2019 4:41:04 AM","0","0","At launch (slated for late 2019) AWS Outposts will include support for running Amazon EC2, EBS, ECS, EKS, EMR, and… https://t.co/jZCuHlnSw4","https://twitter.com/awsgeek/status/1172007193295511552","Jerry Hargrove","awsgeek","Building cool stuff at @awscloud","http://pbs.twimg.com/profile_images/1143987502874652672/3947i5IK_normal.png","7444","430","4275","3111",,"False","No Review Required","0.5","Anger:0;Disgust:0;Surprise:0;Sadness:0;Happiness:0.996;Contempt:0;Neutral:0.004;Fear:0"
"1172007076790452224","Legally91blonde","9/12/2019 4:40:36 AM","0","0","I'm online now for DirectIM at #AdultWork.com. Come and chat! https://t.co/r7TIQR8H7f https://t.co/NgIRy1YBpu","https://twitter.com/Legally91blonde/status/1172007076790452224","Legally-Blonde","Legally91blonde","📽📽📷📷🔞🔞🔞🔞🔞Sexy fun Blonde, ,sexy , ready for anything","http://pbs.twimg.com/profile_images/1165746157013950465/S22eQgYm_normal.jpg","79","224","8","148",,"False","No Review Required","0.714355885982513","No face detected"
"1172007921909215232","DellEMCIndia","9/12/2019 4:43:58 AM","0","1","Dell Technologies developed and continues to curate the world’s broadest cloud provider ecosystem beginning with th… https://t.co/mDpEfVq0Px","https://twitter.com/DellEMCIndia/status/1172007921909215232","Dell EMC India","DellEMCIndia","Dell EMC enables digital transformation with trusted solutions for the modern data centers.","http://pbs.twimg.com/profile_images/989002748321386496/Tyyh8yNa_normal.jpg","11963","1868","4189","22878",,,"No Review Required","0.85341089963913","No face detected"
"1172008258875248640","jbkavungal","9/12/2019 4:45:18 AM","0","0","AWS announces Kubernetes IAM role switching for podshttps://news.ycombinator.com/item?id=20948052","https://twitter.com/jbkavungal/status/1172008258875248640","techvu","jbkavungal","technology that is (v)irtual and (u)biquitous","http://pbs.twimg.com/profile_images/875046377671217152/1eruuZyc_normal.jpg","1195","910","44","984855",,,"No Review Required","0.5","No face detected"
"1172008222850502656","everyaws","9/12/2019 4:45:09 AM","0","0","AWS Mantel","https://twitter.com/everyaws/status/1172008222850502656","Every AWS Service","everyaws","service status: parody","http://pbs.twimg.com/profile_images/1113983127607816193/-dqbTaCs_normal.png","364","1","1","7755",,,"No Review Required","0.5","No face detected"
