"id","screen_name","date","retweet_count","favorite_count","text","url","user_name","user_screen_name","user_description","user_profile_image_url","user_followers_count","user_friends_count","user_favourites_count","user_statuses_count","retweeted_status","sensitive","ContentModerationStatus","ContentModerationPicture","sentiments","Emotion"
"1174071462577233920","GetCyara","9/17/2019 9:23:44 PM","0","0","Tightly linking test automation with your DevOps ecosystem accelerates development cycles, eliminates manual rework… https://t.co/si0e3TIzxx","https://twitter.com/GetCyara/status/1174071462577233920","Cyara","GetCyara","Cyara is the leading CX Assurance Platform for your voice and digital channels.","http://pbs.twimg.com/profile_images/789232718684880896/NJ-FfSF5_normal.jpg","505","445","318","1425",,"False","No Review Required","Adult: False, Racy: False","0.7037513256073","Anger:0;Disgust:0;Sadness:0;Contempt:0;Happiness:0;Surprise:0;Neutral:0;Fear:0"
"1174071616105377792","tedelliott","9/17/2019 9:24:21 PM","0","0","Businesses buy into the cloud because they need agility and speed of delivery. Tools like Copado meet those needs b… https://t.co/WtkQcrplvQ","https://twitter.com/tedelliott/status/1174071616105377792","Ted Elliott","tedelliott","","http://pbs.twimg.com/profile_images/524468687751741440/orMLpPLm_normal.jpeg","593","533","91","2600",,"False","No Review Required","Adult: False, Racy: False","0.711435437202454","Anger:0.002;Disgust:0.001;Sadness:0.004;Contempt:0.002;Happiness:0.007;Surprise:0;Neutral:0.984;Fear:0"
"1174072068817612800","tmj_VAL_adm","9/17/2019 9:26:09 PM","0","0","This CYBER ACCT GROUP job might be a great fit for you. Click the link in our bio to see it and more. DevOps Engine… https://t.co/RBSr52Xs9Z","https://twitter.com/tmj_VAL_adm/status/1174072068817612800","TMJ-VAL IT Adm. Jobs","tmj_VAL_adm","Follow this account for geo-targeted IT-Support/Administration job tweets in Alexandria, VA. Need help? Tweet us at @CareerArc!","http://pbs.twimg.com/profile_images/699962160915435520/iz_fS1UX_normal.jpg","279","248","0","586",,,"No Review Required","Adult: False, Racy: False","0.88908588886261","Anger:0;Disgust:0;Sadness:0;Contempt:0;Happiness:0;Surprise:0;Neutral:0;Fear:0"
"1174072389921103872","mitchell_bu09","9/17/2019 9:27:25 PM","0","0","That feeling when you teach yourself Jenkins Pipelines and get a fully functioning CI/CD for @kubernetesio in 2 day… https://t.co/Gie51oIwrZ","https://twitter.com/mitchell_bu09/status/1174072389921103872","Josh Mitchell","mitchell_bu09","","http://pbs.twimg.com/profile_images/672522007599259648/eQ4ydJOl_normal.jpg","16","22","30","37",,"False",,,"0.883385360240936","Anger:0;Disgust:0;Sadness:0;Contempt:0;Happiness:0.998;Surprise:0;Neutral:0.001;Fear:0"
"1174072627205246976","THEAdamGabriel","9/17/2019 9:28:22 PM","0","0","HT KirkDBorne :

Join BoozAllen's #SoftwareDeveloper Team! Use your passion to learn new tools &amp; techniques, and bu… https://t.co/JEI70sLe2E","https://twitter.com/THEAdamGabriel/status/1174072627205246976","Adam Gabriel, #TOP🔝 #Influencer📡","THEAdamGabriel","#AI🤖#Expert🤓#MachineLearning #Engineer👨🏻‍💻#Passionate💜 4 @IBMWatson #DeepLearning💬#NeuralNetwork🧠#Drones🚁#IoT📱#VR🥽#Tech💻#Sales💰#Polyglot🇫🇷🇪🇬","http://pbs.twimg.com/profile_images/1085994913769111553/dD2ITOEw_normal.jpg","23846","137","15978","29264",,"False",,,"0.812006115913391","Anger:0;Disgust:0;Sadness:0;Contempt:0;Happiness:0;Surprise:0;Neutral:0;Fear:0"
"1174072589460938752","rlingle","9/17/2019 9:28:13 PM","0","0","RT KirkDBorne: Join BoozAllen's #SoftwareDeveloper Team! Use your passion to learn new tools &amp; techniques, and buil… https://t.co/YUv6qomud4","https://twitter.com/rlingle/status/1174072589460938752","Reina Lingle","rlingle","Data Analytics Manager | Social Matters Management | Digital Media evangelist leveraging data-supported campaigns #BigData #UnstructuredData #SNA","http://pbs.twimg.com/profile_images/663792433935814656/rtqXyrRv_normal.jpg","1194","1080","3333","13898",,"False","No Review Required","Adult: False, Racy: False","0.817740321159363","Anger:0;Disgust:0;Sadness:0;Contempt:0;Happiness:1;Surprise:0;Neutral:0;Fear:0"
"1174072542421757955","KDRrecUSA","9/17/2019 9:28:01 PM","0","0","Are you a #DevOps #Engineer / #Systems Admin who want to join a company that are a leader in their field?

Contact… https://t.co/9JozLNssMN","https://twitter.com/KDRrecUSA/status/1174072542421757955","KDR Recruitment USA","KDRrecUSA","The home of the best data, technology and analytics jobs across America.  Follow @KDRrecruitment for jobs in UK & Europe","http://pbs.twimg.com/profile_images/841982682884128768/9cSJ--qY_normal.jpg","3724","4900","5","3494",,"False","No Review Required","Adult: False, Racy: False","0.5","Anger:0;Disgust:0;Sadness:0;Contempt:0;Happiness:0;Surprise:0;Neutral:0;Fear:0"
"1174072535090114561","KirkDBorne","9/17/2019 9:28:00 PM","1","1","Join @BoozAllen's #SoftwareDeveloper Team! Use your passion to learn new tools &amp; techniques, and build end-to-end s… https://t.co/iz4FRRgIKH","https://twitter.com/KirkDBorne/status/1174072535090114561","Kirk Borne","KirkDBorne","Principal Data Scientist @BoozAllen. Global Speaker. Top Big Data Science & #AI Influencer. Astrophysicist (Views are my own) https://t.co/f4gsbNc00C 📊🔭","http://pbs.twimg.com/profile_images/1112733580948635648/s-8d1avb_normal.jpg","242583","16338","191428","107851",,"False","No Review Required","Adult: False, Racy: False","0.5","Anger:0.002;Disgust:0.04;Sadness:0.005;Contempt:0.001;Happiness:0;Surprise:0;Neutral:0.952;Fear:0"
"1174073061714403334","tiagogriffo","9/17/2019 9:30:05 PM","0","0","Good to see the ThoughtWorks Tech Radar and podcast recommended as resources for learning more about DevOps. https://t.co/zlSpt1kkiE","https://twitter.com/tiagogriffo/status/1174073061714403334","Tiago Griffo","tiagogriffo","Free thinker. Tech consultant @thoughtworks.","http://pbs.twimg.com/profile_images/902413091643678720/s2GMc8JQ_normal.jpg","530","1087","6000","2760",,"False","No Review Required","Adult: False, Racy: False","0.973510146141052","Anger:0;Disgust:0;Sadness:0;Contempt:0.009;Happiness:0.711;Surprise:0;Neutral:0.279;Fear:0"
"1174073060695130112","hanseckman","9/17/2019 9:30:05 PM","0","0","20191028 PWBAW – 7 Agile and DevOps Insights I Wish I Knew Earlier https://t.co/lICq0ITMyz","https://twitter.com/hanseckman/status/1174073060695130112","Hans Eckman","hanseckman","Hans Eckman provides leadership and coaching on team optimization solutions for rapidly changing companies. Only past 3 months of Tweets shared.","http://pbs.twimg.com/profile_images/778201188864974848/XJnd6uyS_normal.jpg","361","224","435","114",,"False","No Review Required","Adult: False, Racy: False",,"Anger:0;Disgust:0;Sadness:0;Contempt:0;Happiness:1;Surprise:0;Neutral:0;Fear:0"
"1174072954126262272","techzergnews","9/17/2019 9:29:40 PM","1","0","GitLab, the DevOps platform delivered as a single application, has completed a $268 million Series E funding round.… https://t.co/Y58icsrhvy","https://twitter.com/techzergnews/status/1174072954126262272","TechZerg","techzergnews","TechZerg is a tech-focused news website that covers all the latest technology trends from enterprise to startups, blockchain, gaming, and more.","http://pbs.twimg.com/profile_images/1143783445346377728/VL-J6sjw_normal.png","7","7","0","116",,"False","No Review Required","Adult: False, Racy: False","0.5","Anger:0;Disgust:0;Sadness:0;Contempt:0;Happiness:0;Surprise:0;Neutral:0;Fear:0"
"1174073291427987457","baltazar_techie","9/17/2019 9:31:00 PM","0","0","Infrastructure Automation: 7 DevOps Tools for Orchestration, Secrets Management, and Monitoring… https://t.co/HI4c77ykfN","https://twitter.com/baltazar_techie/status/1174073291427987457","Baltazar Torres","baltazar_techie","Join the digital businesses that are 168% more likely to innovate faster. CenturyLink connectivity, cloud and security solutions help you transform now.","http://pbs.twimg.com/profile_images/1154883995760414720/WFFKgRam_normal.jpg","9","105","8","2115",,"False","No Review Required","Adult: False, Racy: False","0.5","Anger:0;Disgust:0;Sadness:0;Contempt:0;Happiness:0.848;Surprise:0;Neutral:0.151;Fear:0"
"1174073953301581824","crblake","9/17/2019 9:33:38 PM","0","0",".@IBM just announced the 5 finalists in its competition to disrupt disaster aid @FastCompany @CallforCode… https://t.co/9ERzeIUhpe","https://twitter.com/crblake/status/1174073953301581824","Chris Blake","crblake","Proud San Francisco-native; Husband to @CourtneyMundell Communications @IBM @IBMDeveloper Music fan and triathlete Get in touch: blakechr@us.ibm.com","http://pbs.twimg.com/profile_images/1098582406/40267_1410165974224_1234710080_31223121_3937780_n_normal.jpg","1707","4778","7198","5262",,"False","No Review Required",,"0.747864484786987","Surprise:0;Neutral:0;Sadness:0;Contempt:0;Fear:0;Happiness:0;Anger:0;Disgust:0"
