"id","screen_name","date","retweet_count","favorite_count","text","url","user_name","user_screen_name","user_description","user_profile_image_url","user_followers_count","user_friends_count","user_favourites_count","user_statuses_count","retweeted_status","sensitive","ContentModeration","sentiments","Emotion"
"1172006537524477953","onlinemsr","9/12/2019 4:38:28 AM","0","0","Use REST APIs to access Azure DevOps (formerly VSTS) | DotNetCurry https://t.co/PUeMAxeLMA","https://twitter.com/onlinemsr/status/1172006537524477953","Raja Mastermind","onlinemsr","","http://pbs.twimg.com/profile_images/1164389733406916608/nPvoXIiF_normal.jpg","56","265","154","3497",,"False","No Review Required","0.887928903102875","No face detected"
"1172007024160321538","InsightAPAC","9/12/2019 4:40:24 AM","0","0","Hear about Perpeptual's #data #transformation story in leveraging Big Data and Advanced Analytics with a Microsoft… https://t.co/3GXv0MkkJW","https://twitter.com/InsightAPAC/status/1172007024160321538","Insight Asia Pacific","InsightAPAC","Insight is an award-winning software reseller and global provider of B2B #cloud, hardware and IT services to multiple industries.","http://pbs.twimg.com/profile_images/610216999545745408/4ZcQA6ns_normal.png","263","488","55","989",,"False","No Review Required","0.5","No face detected"
"1172007998421700608","azure_draws","9/12/2019 4:44:16 AM","0","0","Wow... Today has been a rollercoaster.","https://twitter.com/azure_draws/status/1172007998421700608","✨Shadow✨","azure_draws","i like to write and do art things🍩
Critter, Marvel Fan, Potterhead, book keeper, OWL watcher, and animation enthusiast. She/Her","http://pbs.twimg.com/profile_images/1119710592661696517/21tWod14_normal.png","19","101","1858","353",,,"No Review Required","0.786117672920227","No face detected"
"1172007921909215232","DellEMCIndia","9/12/2019 4:43:58 AM","0","0","Dell Technologies developed and continues to curate the world’s broadest cloud provider ecosystem beginning with th… https://t.co/mDpEfVq0Px","https://twitter.com/DellEMCIndia/status/1172007921909215232","Dell EMC India","DellEMCIndia","Dell EMC enables digital transformation with trusted solutions for the modern data centers.","http://pbs.twimg.com/profile_images/989002748321386496/Tyyh8yNa_normal.jpg","11963","1868","4189","22878",,,"No Review Required","0.85341089963913","No face detected"
"1172008847365550080","tdlogger","9/12/2019 4:47:38 AM","0","0","Azure Quickstart Center #azure  https://t.co/oFjnjwvAP0","https://twitter.com/tdlogger/status/1172008847365550080","Corné van Hoof","tdlogger","Werkzaam als Business Consultant op het gebied van IT strategie, inkoop en projectmanagement","http://pbs.twimg.com/profile_images/1138893016184381440/4dRtxPNt_normal.jpg","625","1044","262","8098",,"False","No Review Required","0.5","No face detected"
"1172009340120653824","samvitraina","9/12/2019 4:49:36 AM","0","0","Join us to check out how #Airlines can use the fastest growing engagement channel - messaging for better… https://t.co/DzcakBww4I","https://twitter.com/samvitraina/status/1172009340120653824","Samvit Raina","samvitraina","Enterprise Mobility | Emerging Technology | Love for the Outdoors!  I'd rather be mountain biking but I do love my work!","http://pbs.twimg.com/profile_images/446174351453216768/WnOqT1Ch_normal.png","148","315","95","223",,"False","No Review Required","0.874759614467621","Contempt:0;Disgust:0;Surprise:0;Neutral:0;Fear:0;Anger:0;Sadness:0;Happiness:1"
"1172009669553836032","AussieRiolu","9/12/2019 4:50:54 AM","0","0","@pipdanzilla For Yuri:
Neutral B: Azure Edge
Side B: Ghost Wolf or Dragon Swarm
Up B: Severing Fang
Down B: Destruc… https://t.co/UlXVRlBXK5","https://twitter.com/AussieRiolu/status/1172009669553836032","Dynamax Aussie Riolu","AussieRiolu","A Riolu that loves playing video games. May or may not Retweet/Like 18+ stuff, you have been warned. Icon by @RaiFirefox Banner by @Sparkygiantpika","http://pbs.twimg.com/profile_images/1157081688557535232/oCGhL8K9_normal.jpg","1411","840","5398","89387",,,"No Review Required","0.5","No face detected"
"1172010038765842433","mercurysol","9/12/2019 4:52:22 AM","0","0","It's not whether you get knocked down, it's whether you get up. Unleash Your #Power. Go for the latest #tech traini… https://t.co/xqnc38zIC7","https://twitter.com/mercurysol/status/1172010038765842433","Mercury Solutions Limited","mercurysol","We're one of the world’s most preferred #ITtraining destination.We offer end-to-end learning solution for the professionals to make their career more fulfilling","http://pbs.twimg.com/profile_images/1071990907564670977/BErI3ZD3_normal.jpg","1380","1004","278","1952",,"False","No Review Required","0.147091686725616","No face detected"
"1172009978573594625","amruthasuri","9/12/2019 4:52:08 AM","0","0","Five best practices for unlocking IoT value #CloudComputing #Azure #MSP via https://t.co/gydENhzRSg https://t.co/DZuE7p9gLI","https://twitter.com/amruthasuri/status/1172009978573594625","SB","amruthasuri","#AI #ML #Robots #Crypto #BitCoin #5G #Security #IoT #Industry40 #4IR #Blockchain #AR #VR #MR #IntelligentEdge #IntelligentCloud #ImmersiveExperiences","http://pbs.twimg.com/profile_images/1069631954411110403/L9W3USFN_normal.jpg","4056","2683","17498","79395",,"False","No Review Required","0.844734668731689","No face detected"
"1172009977453563905","cmvithlani","9/12/2019 4:52:08 AM","0","0","Part 2 of the ‘Building #Multicloud Applications on Microsoft Azure and @OracleCloud Infrastructure’ blog series is… https://t.co/6IPJrHSgHl","https://twitter.com/cmvithlani/status/1172009977453563905","Chetan Vithlani","cmvithlani","Product Manager, Oracle Database Security #DBSAT 
(Views expressed here are my own and not that of my employer)","http://pbs.twimg.com/profile_images/1081516483338006529/AyY8RCIN_normal.jpg","783","554","6266","4800",,"False","No Review Required","0.5","Contempt:0;Disgust:0;Surprise:0;Neutral:0;Fear:0;Anger:0;Sadness:0;Happiness:1"
"1172010457290424327","MyTweetPack","9/12/2019 4:54:02 AM","0","0","RT @MiaLis79: SIP Trunk -&gt; PBX -&gt; Voicemail -&gt; Azure -&gt; Microsoft Cognitive Speech Translation -&gt; Hosted Exchange #in","https://twitter.com/MyTweetPack/status/1172010457290424327","My Tweet Pack","MyTweetPack","The absolute BEST Twitter Account Management App in existence. CEO @PaulCroubalian Free Trials at https://t.co/fGRaZmTXOc","http://pbs.twimg.com/profile_images/867463295627821057/-zmRFYQA_normal.jpg","4476","3158","5","73404",,,"No Review Required","0.5","No face detected"
"1172010791488380928","FndSoftwareSvcs","9/12/2019 4:55:22 AM","0","0","10th Magnitude Services Available Now On Microsoft’s Azure Marketplace https://t.co/dfVufqYdNK","https://twitter.com/FndSoftwareSvcs/status/1172010791488380928","FindSoftwareServices","FndSoftwareSvcs","","http://pbs.twimg.com/profile_images/1168998429919522818/RwIFV9pQ_normal.jpg","0","0","0","68",,"False","No Review Required",,"No face detected"
"1172010772534321152","Vaggeliskappas","9/12/2019 4:55:17 AM","0","0","Traditional SIEM solutions are failing to protect today's infrastructure from the volume and speed of threats. Regi… https://t.co/RP1qg3HGeQ","https://twitter.com/Vaggeliskappas/status/1172010772534321152","Vaggelis Kappas","Vaggeliskappas","Azure Infrastructure Specialist at Microsoft. Community leader at https://t.co/pSopwaqBGJ. Passionate about cloud technologies. Proud husband and dad. Tweets are my own.","http://pbs.twimg.com/profile_images/757506101453651968/KubTwVh4_normal.jpg","195","99","434","1309",,"False","No Review Required","0.0710797011852264","Sadness:0;Contempt:0;Disgust:0;Happiness:1;Anger:0;Neutral:0;Surprise:0;Fear:0"
"1172011177465040896","oh_is_sabrina","9/12/2019 4:56:54 AM","0","0","PowerShell: Goodbye old Azure Rights Management module https://t.co/98AM61nAYC https://t.co/zwc2B2fWR6","https://twitter.com/oh_is_sabrina/status/1172011177465040896","Sabrina Kay","oh_is_sabrina","Consultant @UniQ_Consulting | Graduated @UOW | Speaker | Blogger | Youtuber |","http://pbs.twimg.com/profile_images/1085803702722523136/dSjdz6_w_normal.jpg","67","216","440","678",,"False","No Review Required",,"Fear:0;Happiness:1;Contempt:0;Neutral:0;Anger:0;Disgust:0;Surprise:0;Sadness:0"
"1172011062297845760","FndSoftwareSvcs","9/12/2019 4:56:26 AM","0","0","How to Secure Your Data in the Azure Cloud https://t.co/YXRG0mJoKr https://t.co/lnwMs00pEj","https://twitter.com/FndSoftwareSvcs/status/1172011062297845760","FindSoftwareServices","FndSoftwareSvcs","","http://pbs.twimg.com/profile_images/1168998429919522818/RwIFV9pQ_normal.jpg","0","0","0","74",,"False","No Review Required",,"No face detected"
